,Geography,Geographic_Area_Name,Total,Total_Male,Total_Male_Under_5_years,Total_Male_5_to_9_years,Total_Male_10_to_14_years,Total_Male_15_to_17_years,Total_Male_18_and_19_years,Total_Male_20_years,Total_Male_21_years,Total_Male_22_to_24_years,Total_Male_25_to_29_years,Total_Male_30_to_34_years,Total_Male_35_to_39_years,Total_Male_40_to_44_years,Total_Male_45_to_49_years,Total_Male_50_to_54_years,Total_Male_55_to_59_years,Total_Male_60_and_61_years,Total_Male_62_to_64_years,Total_Male_65_and_66_years,Total_Male_67_to_69_years,Total_Male_70_to_74_years,Total_Male_75_to_79_years,Total_Male_80_to_84_years,Total_Male_85_years_and_over,Total_Female,Total_Female_Under_5_years,Total_Female_5_to_9_years,Total_Female_10_to_14_years,Total_Female_15_to_17_years,Total_Female_18_and_19_years,Total_Female_20_years,Total_Female_21_years,Total_Female_22_to_24_years,Total_Female_25_to_29_years,Total_Female_30_to_34_years,Total_Female_35_to_39_years,Total_Female_40_to_44_years,Total_Female_45_to_49_years,Total_Female_50_to_54_years,Total_Female_55_to_59_years,Total_Female_60_and_61_years,Total_Female_62_to_64_years,Total_Female_65_and_66_years,Total_Female_67_to_69_years,Total_Female_70_to_74_years,Total_Female_75_to_79_years,Total_Female_80_to_84_years,Total_Female_85_years_and_over
66,0500000US06065,"Riverside County, California",2470546,1232033,80079,83333,96015,54369,35461,20071,16007,47955,92116,85801,84663,75616,75959,75549,73855,27553,40202,22739,26789,48439,32585,21439,15438,1238513,75960,79982,91628,52789,34527,16940,16295,48218,85838,81626,81318,79201,76789,74208,73213,31036,40159,22713,36235,51404,39347,25805,23282
67,0500000US06067,"Sacramento County, California",1552058,758955,49727,52229,52726,30555,18817,8786,10094,29164,61517,61316,56817,47839,46567,45669,47418,18160,24777,15482,20255,24058,17152,10375,9455,793103,48108,51457,48808,29511,16987,9095,7366,30092,61724,59979,59576,46924,48943,48005,51735,19295,28346,17983,23606,31866,19672,16307,17718
68,0500000US06071,"San Bernardino County, California",2180085,1086226,78027,80228,84682,48881,31763,17316,15265,49991,90579,81592,73090,68952,65958,63403,63940,24573,30522,17581,27805,30251,19818,11997,10012,1093859,73704,74955,82623,46538,28748,16472,13851,46253,85366,78766,75970,65734,68188,64885,67061,27076,34321,22720,26223,36396,23033,17979,16997
69,0500000US06073,"San Diego County, California",3338330,1680316,104102,98004,104635,59074,48783,31284,26651,77254,148062,139831,121430,109943,102210,99308,95631,43771,53981,32550,41535,57259,37698,24347,22973,1658014,99064,94265,99430,56224,42376,20024,24554,65134,132389,128836,116336,104926,103255,100541,108752,40765,53033,34861,47692,67978,45820,34701,37058
70,0500000US06075,"San Francisco County, California",881549,447416,18833,15869,15953,7993,6103,3270,3888,15891,51790,54292,45531,30622,31041,29661,28434,10928,13229,8239,12995,17158,10067,8463,7166,434133,20255,15890,14622,8831,7945,3995,4252,16680,47664,50315,37612,28162,27552,24723,23264,10323,14672,9916,12077,19162,13687,9271,13263
71,0500000US06077,"San Joaquin County, California",762148,380845,26684,27265,32681,18147,12408,6901,4363,14954,28449,25856,25576,25715,23096,22640,22643,9375,10304,5704,8610,12842,7756,4170,4706,381303,25244,25596,31216,16926,10109,5082,5964,13896,26796,25627,23594,26357,23474,22225,22308,8622,12645,6571,10349,14414,9864,6689,7735
72,0500000US06079,"San Luis Obispo County, California",283111,141980,6029,5550,8938,3901,4754,4890,4041,9220,8770,7697,10752,6103,7696,7842,8613,3635,5700,3206,7041,6567,5383,3240,2412,141131,6576,5571,7956,4580,7304,3287,3247,6084,8055,7257,7191,8034,7105,7220,9837,4421,5631,4595,5213,8692,5983,3594,3698
73,0500000US06081,"San Mateo County, California",766573,378576,21630,22845,21177,13349,7468,2969,4295,14083,29483,30625,30114,25444,26167,24757,26554,9605,12385,8578,10130,13971,10003,6714,6230,387997,20307,19768,22535,13181,7133,3333,3554,12966,26052,28158,29438,26075,26420,25356,27674,10041,14996,7261,12482,18037,12742,10551,9937
74,0500000US06083,"Santa Barbara County, California",446499,223859,14240,13094,14979,7650,11134,4844,5311,14274,16244,14921,13620,12664,11732,12629,12912,6311,5286,3960,5636,9160,5411,3361,4486,222640,13198,12258,14755,8110,11629,6099,5529,11061,15702,12979,12474,11896,11771,11082,13020,4597,8164,3917,6589,9636,6022,4525,7627
75,0500000US06085,"Santa Clara County, California",1927852,976303,57015,53446,66402,35885,23062,10973,10364,39621,86504,83980,76961,66382,67097,64159,58916,25073,31374,17345,22351,29751,22260,13702,13680,951549,54231,54402,59435,35101,21967,8202,10801,36264,71586,73044,69036,66579,66043,62534,61463,20839,32286,18488,25303,35337,26203,21241,21164
76,0500000US06087,"Santa Cruz County, California",273213,135458,6815,8446,6450,4834,6872,3348,2309,7468,9327,7822,8065,7974,8441,8074,7836,3834,5348,3873,5351,6494,3471,1829,1177,137755,6781,6870,7185,4468,7330,2984,2067,7865,8051,7965,8513,7247,7959,8014,8974,2943,6651,3747,4561,8323,3954,2701,2602
77,0500000US06089,"Shasta County, California",180080,89171,5687,6069,4946,3375,1929,885,1814,2925,5981,5761,6438,4065,4349,5304,6691,1915,3713,1981,3294,5392,3046,1648,1963,90909,4687,5506,4945,3603,1463,535,578,3629,5399,5855,5651,4802,4979,5356,6538,3216,3496,2319,3828,6064,3613,2147,2700
78,0500000US06095,"Solano County, California",447643,222048,13739,12403,16077,8294,5226,2297,2945,9698,17222,16343,16515,12873,13426,14194,14365,5327,8862,5959,5211,9481,5210,3541,2840,225595,12993,13374,13922,8083,4496,2826,2335,8228,15674,16199,13672,14722,13331,14016,15648,6782,8922,5161,6563,12066,5932,4319,6331
79,0500000US06097,"Sonoma County, California",494336,240513,11780,13657,13975,8795,5474,3986,2736,6996,16349,15637,15782,15301,15282,16459,18586,5988,8726,6419,8771,13022,8506,4041,4245,253823,11993,11265,14987,9025,6619,2847,3647,7430,14387,15162,14974,15496,15193,16072,16880,8150,12598,6155,11263,16988,10481,5281,6930
80,0500000US06099,"Stanislaus County, California",550660,271489,19635,18184,23860,13051,8181,5272,4124,10700,20953,19117,14870,20088,15449,15549,16207,6741,7227,4597,6157,8786,6670,2987,3084,279171,19763,20841,20253,12186,7617,4369,3192,9853,19532,19172,19346,16079,16850,15729,17089,6625,9361,4294,8431,10419,6688,6767,4715
81,0500000US06101,"Sutter County, California",96971,48884,3291,4217,3117,2544,1447,318,541,2718,3369,2879,3168,3196,2512,3009,2054,1292,2419,1233,1290,1449,954,964,903,48087,3202,3215,3761,1523,1247,630,240,1969,3556,3090,2285,3073,3228,2838,2438,1281,2182,711,1424,2041,1981,987,1185
82,0500000US06103,"Tehama County, California",65084,32691,1402,1937,3700,1194,1220,345,404,645,1481,2639,2185,1765,2150,1332,1299,1002,1511,880,1261,1627,1693,878,141,32393,1682,1413,2443,1656,895,0,54,343,1783,2193,2626,2523,850,2287,1398,1204,2270,1293,1333,1146,1134,934,933
83,0500000US06107,"Tulare County, California",466195,232817,19736,20170,21067,12049,7185,3240,3465,9682,18479,15604,17087,12953,12599,12620,12102,4858,5439,4126,4001,7113,4575,1854,2813,233378,17685,18974,21298,11273,6463,1898,4087,10466,16992,15635,13933,15039,12806,13133,11431,5469,7497,4152,5254,7315,6053,3059,3466
84,0500000US06111,"Ventura County, California",846006,417932,24115,24504,31032,17078,11700,5776,6549,15949,29932,28752,25591,27001,26554,27387,29267,11345,14366,7987,10787,17748,10662,7712,6138,428074,23208,22161,30769,17424,11347,6376,3875,16889,28742,25883,25144,27130,27449,28577,29405,11571,16535,9888,13104,19027,12773,9177,11620
85,0500000US06113,"Yolo County, California",220500,107020,5791,5820,6922,3719,6126,1919,2956,10271,8401,7052,7854,6188,5371,5111,5791,2022,3125,2124,1879,3928,1715,1905,1030,113480,5517,6966,5561,4103,7230,6119,3277,6955,7826,6667,6809,6586,5886,6044,5953,2424,3643,2341,3101,4226,2709,1539,1998
86,0500000US06115,"Yuba County, California",78668,39862,3097,3586,2621,1579,1284,276,256,1628,4201,2425,3150,1694,1919,2368,2374,1421,1150,612,739,1871,895,209,507,38806,3351,4405,1943,1097,507,88,226,2049,3527,2977,2267,2065,2077,2052,1783,1601,1349,705,1199,1351,1237,749,201
87,0500000US08001,"Adams County, Colorado",517421,263655,18524,21452,18948,11979,6505,2453,4026,11120,21290,22815,21749,17661,17484,14683,13499,6616,7987,3895,5541,6993,4517,1709,2209,253766,17066,18626,17462,11070,6310,2957,3729,8263,21109,20441,20462,16589,15782,14905,16060,4381,7794,4156,6843,7689,5010,2983,4079
88,0500000US08005,"Arapahoe County, Colorado",656590,325508,19366,20167,23806,13521,7112,4077,3451,12392,27249,26675,24869,23369,21957,19692,19583,8545,10422,6402,8873,10497,6738,3259,3486,331082,20846,20622,21138,12962,6396,2062,3094,14043,25213,25337,23679,23213,22187,20144,21304,6958,12770,7584,8893,13450,6997,5649,6541
89,0500000US08013,"Boulder County, Colorado",326196,163679,6852,8279,9762,6082,7022,4352,4548,8857,13567,11429,10915,9595,11256,9155,10225,4357,6104,3402,4617,5678,3778,1855,1992,162517,7202,7945,9548,5837,6882,4654,2779,7849,11605,9768,10750,9486,10921,9896,11500,3526,6145,2936,3705,8178,4753,3935,2717
90,0500000US08014,"Broomfield County, Colorado",70465,35581,1656,2009,2595,2037,483,191,582,1381,3247,2442,2424,3116,2499,2343,2321,698,1271,402,848,1477,969,300,290,34884,1930,2056,2172,1087,771,108,233,1631,2631,2415,2467,2398,2885,2391,1807,1058,1455,729,569,1923,943,700,525
91,0500000US08031,"Denver County, Colorado",727211,364631,21439,17209,21435,10206,7459,3250,2774,14832,44188,44040,33529,27367,23665,20284,17609,6576,10522,5854,7468,11047,5115,4568,4195,362580,20772,18315,19136,10112,7278,3389,2991,16071,43200,40714,33691,23129,21263,18224,16936,6954,11900,6126,9695,12784,6623,5142,8135
92,0500000US08035,"Douglas County, Colorado",351154,175573,10533,10914,15378,9135,4706,2225,366,6658,9343,10352,12664,13416,14720,13004,11846,4596,5635,3129,3627,6389,3468,1630,1839,175581,9501,10677,13846,8643,4358,1300,917,6672,9409,10197,11704,14120,14809,13152,11897,3829,6441,3210,4382,7772,4157,2085,2503
93,0500000US08041,"El Paso County, Colorado",720403,364305,23922,23436,25375,14302,11088,7008,4654,21262,33370,28576,25813,21245,21302,19596,21315,7738,11269,7585,7569,12070,7588,4506,3716,356098,22920,26363,20761,14190,8529,4749,4710,15821,27687,26852,23194,22331,21061,20400,20985,10509,12742,7422,10911,12900,9039,6489,5533
94,0500000US08059,"Jefferson County, Colorado",582881,291077,15118,14678,17949,10333,6596,4232,2323,9950,22336,24079,22236,19924,18978,17832,19442,8506,11877,7201,9182,12436,6962,4481,4426,291804,14175,15243,15387,10314,5974,3579,1901,9223,19925,21948,21915,18158,17934,19119,21545,8058,13005,7902,10422,13710,10231,4761,7375
95,0500000US08069,"Larimer County, Colorado",356899,179484,9083,10292,10262,6840,6383,3954,3110,11087,15746,12087,12205,10287,11158,9221,10918,5442,4568,5478,4505,7430,4806,2430,2192,177415,8364,6640,12287,5279,6306,3471,5133,10219,13466,11730,11876,10333,9069,9318,11270,5404,6262,5345,6068,6910,5980,3365,3320
96,0500000US08077,"Mesa County, Colorado",154210,75242,3867,4199,5479,3012,2300,401,2028,2403,4770,4681,5833,4272,4158,3680,4238,2268,3710,1708,3487,3466,2001,1385,1896,78968,4595,4276,4746,2561,2606,902,1196,2291,4810,4918,5445,4344,3635,4233,4859,3157,3215,2060,4245,3812,2300,2078,2684
97,0500000US08101,"Pueblo County, Colorado",168424,82793,4837,5009,5796,3428,2279,1443,979,2822,5665,5507,4781,5545,4769,4950,4998,2117,3449,1770,2634,4476,2415,2069,1055,85631,4411,5238,5225,3469,2171,1217,983,2739,5372,5433,5728,4719,5056,4833,5570,2668,3539,1794,3189,4547,3769,1802,2159
98,0500000US08123,"Weld County, Colorado",324492,164209,11644,12213,12254,7357,4785,2482,1826,5709,12303,13013,11686,11603,10981,9485,9957,3437,4585,3601,4042,4587,2994,2577,1088,160283,11010,12251,10756,6797,4907,2324,3123,4424,11820,12358,11170,10004,9797,8893,9394,4072,5217,3804,4327,4891,3663,2484,2797
99,0500000US09001,"Fairfield County, Connecticut",943332,459438,26245,28498,31910,20129,13019,6310,6486,17867,27487,27099,27864,29607,31407,34035,34377,12296,17715,9037,12561,17684,12671,7121,8013,483894,24915,26670,31993,19302,13370,5951,4908,18095,26175,27437,31368,28499,32995,36321,35438,16085,17661,9437,13920,21685,16617,11355,13697
100,0500000US09003,"Hartford County, Connecticut",891720,433219,24649,25018,27557,17494,11588,5416,5108,18604,31037,30047,27744,27272,26514,29281,29236,12685,17386,9989,13881,15440,11507,8059,7707,458501,23671,25979,25463,16504,11372,5012,4482,18164,28736,29237,29109,27414,28836,31285,30138,14346,19820,11597,15947,19211,13914,12553,15711
101,0500000US09005,"Litchfield County, Connecticut",180333,89859,3955,5741,4416,3124,2224,1153,840,2561,5124,5013,4398,5157,5522,7015,7776,3317,4216,2043,3317,5835,3746,1400,1966,90474,2985,3238,5477,3436,1542,617,1043,2675,5175,5188,3630,5477,5831,7150,7531,3982,4131,2114,4082,5509,4410,1703,3548
102,0500000US09007,"Middlesex County, Connecticut",162436,80739,3193,3568,5084,3361,2364,1369,1040,2856,4382,4929,5037,3981,5048,5553,6591,1732,5435,2125,3069,4015,2327,2009,1671,81697,2600,3345,4145,2757,2231,1270,966,2722,3950,4549,3961,4915,6024,6471,7162,3140,3008,2744,2837,4165,3846,2108,2781
103,0500000US09009,"New Haven County, Connecticut",854757,412429,22482,22653,26125,15763,12677,6404,5025,17705,29480,27793,24521,24423,25656,27628,30121,11082,17083,10352,12843,16205,11386,7832,7190,442328,21302,23179,23189,15932,12548,7502,7303,14290,28798,28642,27652,24809,27212,30636,29626,12687,20115,12691,13800,19504,14536,11274,15101
104,0500000US09011,"New London County, Connecticut",265206,132774,6260,5403,9070,5581,3415,2141,2269,6822,9828,8659,8498,6921,7550,8620,10043,4045,5072,2722,4917,6125,4243,2467,2103,132432,6365,6676,7529,4012,2683,750,1376,6675,7989,7435,8003,7071,8740,9503,10811,4441,5180,3829,3983,7588,4566,3374,3853
105,0500000US09013,"Tolland County, Connecticut",150721,75908,3007,3246,4392,2698,4032,2094,2684,4210,4089,4895,3981,4733,4732,5005,5382,3025,2195,2309,1716,3033,2663,732,1055,74813,3454,3496,3428,2654,4468,2532,2665,3739,3400,3618,4072,3319,4988,5131,5854,2203,2746,1700,2176,3470,1600,2205,1895
106,0500000US09015,"Windham County, Connecticut",116782,59411,3277,3429,3363,2562,2266,1528,990,2186,3390,3954,3101,4103,3334,4157,3788,1947,3495,1629,1405,2301,1272,960,974,57371,2238,3327,3053,1865,1697,1080,342,2112,3261,3713,3619,2708,3936,4449,5098,1605,2499,1526,1698,2793,1969,1525,1258
107,0500000US10001,"Kent County, Delaware",180786,86829,5551,6148,6049,3142,2423,1778,1346,3178,7098,5776,4639,5462,5144,4321,5652,1464,3371,1436,2791,3865,3124,2019,1052,93957,5523,5728,5348,3814,2658,945,1333,3967,5869,6176,5735,5020,5810,5708,6100,3013,3504,2173,2222,5703,3173,1940,2495
108,0500000US10003,"New Castle County, Delaware",558753,270396,16111,16372,17045,11110,7776,3468,4227,9794,20189,20213,18967,15261,17329,17275,17327,7739,11119,5539,7268,11083,7927,4294,2963,288357,15682,14124,18808,10105,8309,7104,2041,8022,20455,20145,15436,20073,17853,19747,19551,8107,12020,6323,9760,12631,8799,7126,6136
109,0500000US10005,"Sussex County, Delaware",234225,113063,5608,5526,6700,3985,2392,521,1893,2409,6058,5217,4914,6307,6169,6483,9159,2679,5236,4302,6047,9551,5950,2958,2999,121162,5786,6252,5961,3468,1584,1224,835,3280,5540,5676,6337,5553,5966,6865,8303,4194,8349,5215,6762,10176,6503,4178,3155
110,0500000US11001,"District of Columbia, District of Columbia",705749,334355,23038,18151,15902,7686,9442,4302,3112,15770,38139,39218,30309,23191,19190,17841,18436,5202,9375,5730,8184,7979,7020,3665,3473,371394,22225,17407,15919,7573,13050,7008,5437,14582,44337,42681,30875,24530,19305,18157,18929,7999,9894,8121,8843,11730,7963,6991,7838
111,0500000US12001,"Alachua County, Florida",269043,128989,6853,5571,8667,2857,6148,4637,4516,10941,11673,8909,8379,6324,7441,5634,6382,2340,4161,2431,4302,4190,3116,2306,1211,140054,6962,5375,7521,4662,8569,5473,4553,9946,11695,8263,9374,6902,7600,5713,8613,3296,3729,2386,4202,6288,2712,2440,3780
112,0500000US12005,"Bay County, Florida",174705,85830,4983,3940,6279,2771,1958,1303,989,2559,6334,5609,7391,3745,5179,5766,6386,2267,3702,2182,2364,4421,3122,1259,1321,88875,4514,5207,4366,3858,1000,781,757,3380,6063,5205,5434,4442,6807,5486,8077,2630,3252,2202,2563,5311,4414,1452,1674
113,0500000US12009,"Brevard County, Florida",601942,293637,13946,13562,17846,10053,6653,3585,2965,9403,18956,17552,18571,12139,16057,18468,24139,8960,14015,7541,11810,17656,14132,10359,5269,308305,13398,13354,17359,9855,5521,4170,2068,7432,17187,16440,15674,16771,17990,20416,28321,8366,14976,9328,13599,18505,13337,12273,11965
114,0500000US12011,"Broward County, Florida",1952778,950821,57089,53048,62976,34548,21213,14211,7557,33723,64764,66228,59753,67521,64724,66810,66466,27071,35548,21345,27032,37887,26878,14761,19668,1001957,54935,58218,54881,34243,20104,14933,10553,28482,64444,66395,64967,68568,68981,69480,69698,27849,38191,24043,31901,44709,30808,25491,30083
115,0500000US12015,"Charlotte County, Florida",188910,91322,2874,3944,2812,1994,599,776,336,2421,4037,3476,4011,4065,3959,5051,6674,3217,4819,4146,6849,8212,8183,5282,3585,97588,2421,3533,3019,1760,1439,335,629,1434,3773,3701,2764,3821,3922,5934,8316,3911,5218,4643,7241,9838,7810,5028,7098
116,0500000US12017,"Citrus County, Florida",149657,72006,2328,2235,4269,1959,838,1070,645,1916,3079,3336,2818,2799,3458,4117,5100,2582,3417,3087,4246,6238,5416,4678,2375,77651,3435,2751,3187,1649,1143,262,457,1382,3123,2733,2774,3511,4078,4685,6167,1911,5053,3260,5735,6279,7026,3706,3344
117,0500000US12019,"Clay County, Florida",219252,108214,6224,8622,6328,4701,2977,1269,1312,4011,6219,6145,7182,7529,6209,8119,7607,3356,4079,2049,2832,5025,2773,1956,1690,111038,5699,5808,7811,5113,2754,661,1640,3054,6526,6644,6859,7065,8738,7687,6398,3868,5581,2431,3978,4832,3628,2449,1814
118,0500000US12021,"Collier County, Florida",384902,189713,7792,8516,10971,5991,3699,1637,1756,6898,8453,9315,10405,8363,12340,9048,12528,5823,6079,5525,7605,15041,13920,9601,8407,195189,8192,8125,9675,5776,4300,1394,1538,5431,8327,8301,6775,10994,10862,11055,13244,7190,7582,6782,8198,17217,14760,10939,8532
119,0500000US12023,"Columbia County, Florida",71686,36287,1765,1813,2126,848,1509,617,640,2204,2186,2199,2296,1786,2559,2419,3114,575,1445,1020,992,1729,1367,536,542,35399,1812,2424,2492,2210,665,513,441,1084,1986,1697,2199,1595,2041,2018,2459,1059,1594,990,1125,1977,963,1016,1039
120,0500000US12031,"Duval County, Florida",957755,463491,32868,26025,34565,15610,10602,5161,7583,19065,40745,36557,34928,26177,28552,27493,30957,11961,14737,12122,10884,16101,9627,7462,3709,494264,31451,29928,29637,15461,11671,6524,5501,17283,40801,39012,36627,26360,29985,30498,34142,11984,18928,13255,14015,18872,14919,8171,9239
121,0500000US12033,"Escambia County, Florida",318316,156267,9411,10846,7597,5237,6027,3351,1855,8347,13490,11515,10095,7527,8145,8596,11097,3893,5361,3195,4681,6893,4233,2646,2229,162049,9602,8951,9458,5127,4357,1830,1519,7874,12473,11246,9076,8012,9634,9340,12405,3366,7097,3647,5677,8219,6660,2784,3695
122,0500000US12035,"Flagler County, Florida",115081,54410,1696,2139,3281,1271,731,1237,830,1116,2150,3188,2027,3628,2843,3017,3735,1916,2507,2962,2857,4327,3761,2016,1175,60671,2828,2590,3593,1667,1488,781,385,1052,2651,2258,1979,3574,3453,3818,3840,2732,3256,3411,2968,4712,3230,2130,2275
123,0500000US12053,"Hernando County, Florida",193920,93392,4274,4965,5289,3063,2010,1189,841,2725,4208,5698,5899,3790,5798,5733,6860,1165,4841,2808,4051,5788,5979,2869,3549,100528,4244,4955,6030,2956,2175,1311,448,2769,4542,5282,5290,4760,5745,6687,6810,2942,5358,3558,4761,6591,6178,3588,3548
124,0500000US12055,"Highlands County, Florida",106221,52623,3135,2125,3281,1425,1840,315,663,1330,1969,1724,2468,2303,2910,2625,3154,1284,2200,1321,2824,4639,4516,2130,2442,53598,1529,2139,2596,2045,530,1125,351,1127,1731,1923,3066,1870,3310,2355,4484,1241,2526,1839,2928,4134,4235,3651,2863
125,0500000US12057,"Hillsborough County, Florida",1471968,720172,45575,44295,49832,27685,18568,11437,9459,25388,56739,55086,50989,48718,49262,46556,42876,18755,24466,13293,17858,27989,16460,10189,8697,751796,43254,40982,47590,26210,18025,9556,10152,26882,56928,56859,50577,53453,50613,48272,49799,16424,26631,15245,22507,31182,22128,12940,15587
126,0500000US12061,"Indian River County, Florida",159923,78032,3083,4059,4072,3740,660,374,491,2132,2930,5834,4800,2657,3560,3689,5040,2559,3448,2986,3892,6801,4134,3909,3182,81891,2872,3407,2612,2127,1683,1460,600,2103,3675,2821,4621,2787,3227,4721,6842,2735,3775,2957,5427,6978,6189,4447,3825
127,0500000US12069,"Lake County, Florida",367118,178930,8911,9614,11924,6245,3095,753,2070,6064,10127,9972,9617,9971,9488,11526,11137,5277,7765,5307,7686,11511,10156,5254,5460,188188,7941,9970,8624,6332,4072,3131,1899,3266,9510,9478,11896,9480,11436,10964,11049,5735,9875,5515,9377,12683,11998,7453,6504
128,0500000US12071,"Lee County, Florida",770577,378604,17779,18497,20941,12248,8041,2792,4162,11403,21747,19604,23967,16960,21002,21412,22680,12782,15399,11027,18774,26622,25578,13962,11225,391973,16916,18219,18252,11046,7601,4581,3628,10145,20894,20607,19792,19853,21460,23314,27499,12053,18638,13573,17644,32253,22377,18156,13472
129,0500000US12073,"Leon County, Florida",293582,138572,7581,7684,7657,4684,7737,6224,4665,10360,11552,8824,8376,6577,6995,7703,7508,3048,3906,3044,3344,5108,2602,1915,1478,155010,7755,7837,7267,4169,10209,6973,6388,10478,11836,9440,7867,8952,7709,8109,9082,2925,4836,3467,4495,5793,4463,2447,2513
130,0500000US12081,"Manatee County, Florida",403253,196942,10321,9471,11260,7679,5003,2340,1739,5418,9978,10903,10174,9800,10694,11982,13817,4316,9248,5877,7264,15467,12178,6659,5354,206311,8000,8189,12030,5370,3305,3062,2350,4823,9763,10438,10740,10447,11745,13102,16237,5339,10200,6244,11697,15442,12178,8095,7515
131,0500000US12083,"Marion County, Florida",365579,175107,9396,9157,10266,5790,3540,1743,2103,4887,10922,9065,9273,8194,9337,10014,10851,4475,7198,6118,7178,12681,11592,6739,4588,190472,8475,7914,10414,5840,4009,938,1245,6007,10147,9479,11572,7576,10200,11164,15316,4928,7194,6607,10165,14761,12340,7013,7168
132,0500000US12085,"Martin County, Florida",161000,81026,3283,3659,3963,2786,1669,316,535,2649,4071,4655,3326,3508,5009,4100,5821,2691,4644,2834,4216,5358,5944,2359,3630,79974,3060,2835,4456,2043,1554,870,749,1563,2651,4273,2967,3683,4664,4629,5325,2968,4590,3524,3542,5546,6265,3871,4346
133,0500000US12086,"Miami-Dade County, Florida",2716940,1319187,80438,71735,81401,45936,32215,17373,20682,44413,96155,99415,93232,91228,98219,96263,89336,32756,40396,22918,32625,50448,38273,21438,22292,1397753,76759,67670,80446,45294,30377,19378,14311,46586,93321,94318,85917,98749,99455,98637,103137,29633,49712,30836,42455,61861,48294,36797,43810
134,0500000US12087,"Monroe County, Florida",74228,39134,1526,1988,1808,815,845,484,632,1120,2582,2190,2489,2074,2462,2917,2912,1706,1589,905,1819,2887,1773,686,925,35094,1378,801,1654,538,360,0,506,1395,2081,2250,1829,2268,2451,2922,2846,1399,1787,916,2158,2660,1077,635,1183
135,0500000US12089,"Nassau County, Florida",88625,43698,2752,2857,1800,1648,768,429,807,854,2458,2248,2094,2677,2912,3074,3462,762,2283,1532,1051,3249,2173,1055,753,44927,1984,2459,2820,1294,419,0,315,713,3812,2470,2364,2001,2684,3654,3437,1104,2513,1289,1409,3500,2267,1754,665
136,0500000US12091,"Okaloosa County, Florida",210738,107171,6606,6301,7282,4037,2714,1094,1404,5725,9003,9230,7336,6035,5586,4969,7086,3427,3673,2896,3084,3724,2307,2378,1274,103567,6728,6355,6404,3572,1638,459,1406,4375,8177,6737,6011,6583,5825,6289,6921,2732,4608,2152,3339,4911,3446,2475,2424
137,0500000US12095,"Orange County, Florida",1393452,683166,42991,42805,44654,25902,19881,12025,11332,26552,61276,57351,50879,48105,45450,43105,39448,14763,21866,12969,15794,18251,12725,9270,5772,710286,40703,43481,40034,25444,20267,10330,12446,30405,60155,55517,51787,49438,47248,44356,43130,19419,19910,12636,19054,24832,15411,13267,11016
138,0500000US12097,"Osceola County, Florida",375751,186656,12209,10576,16740,8154,4214,2495,3256,8447,13203,13814,16300,12430,11224,11122,8776,4541,6489,2182,4112,7247,5411,2425,1289,189095,10360,10932,13520,8108,4605,2305,3546,7677,12543,13184,14447,14771,12114,11621,10314,4091,6842,4068,5771,6217,4215,3244,4600
139,0500000US12099,"Palm Beach County, Florida",1496770,725515,38965,39751,40936,25352,16660,8164,7780,24350,45358,45225,43485,41684,45151,45866,49663,20077,25340,20047,21466,38018,35326,22937,23914,771255,37323,36250,41406,23889,15647,6912,8731,23586,43833,43327,42788,43915,46907,49060,49423,22109,33298,21112,30464,45751,40618,28546,36360
140,0500000US12101,"Pasco County, Florida",553947,270067,14853,17316,15655,10085,6137,2483,3087,8623,14574,15419,19197,14384,17591,17296,18926,6648,10284,7209,9810,14665,13855,7225,4745,283880,13511,13982,16981,9573,6354,2838,4089,6181,14833,15965,18673,17656,17831,18282,19043,7861,12330,7593,11420,17505,15845,8860,6674
141,0500000US12103,"Pinellas County, Florida",974996,467847,21398,21214,22880,13894,8260,5035,3451,16571,28576,28719,27348,25259,28613,31988,37058,16647,20580,15144,17790,28300,21018,14824,13280,507149,20232,19193,23503,13124,7712,5217,4705,13902,30382,29322,30852,23712,30533,33946,39659,18126,25749,15075,24324,31889,24590,18513,22889
142,0500000US12105,"Polk County, Florida",724777,355540,21360,19596,26675,14091,8909,7145,3802,10922,24757,23129,21222,21478,21326,20847,21469,7449,12440,7326,13170,18083,14335,8043,7966,369237,20266,20567,23307,13277,8991,6030,5175,10381,24361,23223,22424,21445,22191,21229,23564,9349,13355,9392,12754,22352,15115,11932,8557
143,0500000US12107,"Putnam County, Florida",74521,37174,2172,2742,2440,914,445,77,234,1457,2336,1730,2453,1635,2174,2409,2896,1300,1279,1151,1859,1953,1918,1318,282,37347,1658,1710,2507,1655,586,960,569,811,1231,1841,2352,1657,2673,2094,3027,1163,1839,1151,1835,2017,1619,1322,1070
